Standard Relation,Standard Type,Standard Units,Standard Value,canonical_smiles,DOI
=,Papp,ucm/s,3.0,CC1(C(=O)NC2=C(C=C(C=C2C(=O)N1)S(=O)(=O)NC3=C(C=C(C=C3)F)F)C#N)C, 10.1039/C3MD00156C
=,Papp,ucm/s,14.0,CC1(C(=O)NC2=C(C=C(C=C2F)S(=O)(=O)NC3=CC=C(C=C3)C(F)(F)F)C(=O)N1)C, 10.1039/C3MD00156C
=,Papp,ucm/s,1.0,CC1(C(=O)NC2=CN=C(C=C2C(=O)N1)S(=O)(=O)NC3=CC=C(C=C3)C(F)(F)F)C, 10.1039/C3MD00156C
=,Papp,ucm/s,35.0,CCC1(C(=O)NC2=C(C=C(C=C2Cl)S(=O)(=O)NC3=C(C=C(C=C3)F)F)C(=O)N1)C, 10.1039/C3MD00156C
=,Papp,ucm/s,14.0,CCC1(C(=O)NC2=C(C=C(C=C2C)S(=O)(=O)NC3=C(C=C(C=C3)F)F)C(=O)N1)C, 10.1039/C3MD00156C
=,Papp,ucm/s,9.0,CCC1(C(=O)NC2=C(C=C(C=C2C)S(=O)(=O)NC3=C(C=C(C=C3)F)F)C(=O)N1)C, 10.1039/C3MD00156C
=,Papp,ucm/s,11.0,CCC1(C(=O)NC2=C(C=C(C=C2Cl)S(=O)(=O)NC3=C(C=C(C=C3)C)C#N)C(=O)N1)C, 10.1039/C3MD00156C
=,Papp,ucm/s,14.0,CCC1(C(=O)NC2=C(C=C(C=C2Cl)S(=O)(=O)NC3=C(C=C(C=C3)C)C#N)C(=O)N1)C, 10.1039/C3MD00156C
=,Papp,ucm/s,1.0,CC1(C(=O)NC2=CC(=C(C=C2C(=O)N1)S(=O)(=O)NC3=CC=C(C=C3)C(F)(F)F)OC)C, 10.1039/C3MD00156C
=,Papp,ucm/s,10.0,, 10.1039/C3MD00156C
=,Papp,ucm/s,24.0,, 10.1039/C3MD00156C
=,Papp,ucm/s,29.0,, 10.1039/C3MD00156C
=,Papp,ucm/s,58.0,, 10.1039/C3MD00156C
=,Papp,ucm/s,5.0,, 10.1039/C3MD00156C
=,Papp,ucm/s,10.0,CC1(C(=O)NC2=C(C=C(C=N2)S(=O)(=O)NC3=CC=C(C=C3)C(F)(F)F)C(=O)N1)C, 10.1039/C3MD00156C
=,Papp,ucm/s,5.0,CC1(C(=O)NC2=C(C=C(C=C2)S(=O)(=O)NC3=C(C=C(C=C3)F)F)C(=O)N1)C, 10.1039/C3MD00156C
=,Papp,ucm/s,46.0,CC1(C(=O)NC2=C(C=C(C=C2C(F)(F)F)S(=O)(=O)NC3=C(C=C(C=C3)F)F)C(=O)N1)C, 10.1039/C3MD00156C
=,Papp,ucm/s,22.0,CCC1(C(=O)NC2=C(C=C(C=C2OC)S(=O)(=O)NC3=C(C=C(C=C3)F)F)C(=O)N1)C, 10.1039/C3MD00156C
=,Papp,10'6cm/s,3.05,CC(C)(C(=O)N1CCN2C(=NC(=C2NC3=CC=C(C=C3)F)C4=CC=C(C=C4)F)C1)N, 10.1021/jm300041e
=,Papp,10'6cm/s,0.7,, 10.1021/jm300041e
=,Papp,10'6cm/s,3.5,CC1=CC=C(C=C1)NC2=C(N=C3N2CCN(C3(C)C)C(=O)C(C)(C)N)C4=CC=C(C=C4)F, 10.1021/jm300041e
=,Papp,10'6cm/s,8.2,CC1=CC=C(C=C1)NC2=C(N=C3N2CCNC3)C4=CC=C(C=C4)F, 10.1021/jm300041e
=,Papp,10'6cm/s,1.2,CC1(C2=NC(=C(N2CCN1C(=O)C(C)(C)N)NC3=CC=C(C=C3)F)C4=CC=C(C=C4)F)C, 10.1021/jm300041e
=,Papp,10'6cm/s,15.0,CC1=CC=C(C=C1)NC2=C(N=C3N2CC(=O)NC3)C4=CC=C(C=C4)F, 10.1021/jm300041e
=,Papp,10'6cm/s,3.22,CC1(C2=NC(=C(N2CC(=O)N1)NC3=CC(=C(C=C3)F)Cl)C4=CC=C(C=C4)F)C, 10.1021/jm300041e
=,Papp,10'6cm/s,0.61,CC1(C2=NC(=C(N2CCN1C(=O)CN)NC3=CC(=C(C=C3)F)F)C4=CC=C(C=C4)F)C, 10.1021/jm300041e
=,Papp,10'6cm/s,1.26,CC1(C2=NC(=C(N2CCN1C(=O)CN)NC3=CC=C(C=C3)F)C4=CC=C(C=C4)F)C, 10.1021/jm300041e
=,Papp,10'6cm/s,15.56,CC1=CC=C(C=C1)NC2=C(N=C3N2CCNC3(C)C)C4=CC=C(C=C4)F, 10.1021/jm300041e
=,Papp,10'-6 cm/s,0.3,CC1=C(C=C(C=C1)C(=O)NC2CC2)C3=CC4=CN=NC(=C4C=C3)NCCN5CCOCC5, 10.1021/jm8005417
=,Papp,10'-6 cm/s,10.5,CC1=C(C=C(C=C1)C(=O)NC2CC2)C3=CC4=CN=NC(=C4C=C3)N5CCOCC5, 10.1021/jm8005417
=,Papp,10'-6 cm/s,0.6,C1CC1CCN2C3=C(C=C(C=C3)F)C(=C(C2=O)C4=CS(=O)(=O)C5=CC=CC=C5N4)O, 10.1016/j.bmcl.2009.04.119
=,Papp,10'-6 cm/s,0.6,C1=CC=C2C(=C1)NC(=CS2(=O)=O)C3=C(C4=C(C=CC(=C4)F)N(C3=O)CC5=CC=C(C=C5)F)O, 10.1016/j.bmcl.2009.04.119
=,Papp,10'-6 cm/s,0.5,CC1=C(C=CC(=C1)CN2C3=C(C=C(C=C3)F)C(=C(C2=O)C4=CS(=O)(=O)C5=CC=CC=C5N4)O)F, 10.1016/j.bmcl.2009.04.119
=,Papp,ucm/s,3.7,CC1CCC2(CCC3(C(=CC(=O)C4C3(CCC5C4(CCC(C5(C)C(=O)O)O)C)C)C2C1C)C)C, 10.1021/np300009w
=,Papp,ucm/s,3.1,CC1CCC2(CCC3(C(=CC(=O)C4C3(CCC5C4(CCC(C5(C)C(=O)O)OC(=O)C)C)C)C2C1C)C)C, 10.1021/np300009w
=,Papp,ucm/s,8.0,COC1=C(C=CC(=C1)CC(CO)C(CC2=CC(=C(C=C2)O)OC)CO)O, 10.1021/np4004905
=,Papp,ucm/s,7.7,C1=CC(=CC(=C1)O)CC(CO)C(CC2=CC(=CC=C2)O)CO, 10.1021/np4004905
=,Papp,ucm/s,13.7,C1C(C(C(=O)O1)CC2=CC(=CC=C2)O)CC3=CC(=CC=C3)O, 10.1021/np4004905
=,Papp,10'-6 cm/s,18.9,CC1=NC(=CS1)CN(C)C2=NC=NC3=C2C=C(C=C3)C4=CC5=C(C=C4)OCO5, 10.1016/j.bmcl.2011.02.114
=,Papp,10'-6 cm/s,35.4,C1COCC1CNC2=NC=NC3=C2C=C(C=C3)C4=CC5=C(C=C4)OCO5, 10.1016/j.bmcl.2011.02.114
=,Papp,10'-6 cm/s,25.5,CC1=NC(=CS1)CNC2=NC=NC3=C2C=C(C=C3)C4=CC5=C(C=C4)OCO5, 10.1016/j.bmcl.2011.02.114
=,Papp,10'-6 cm/s,13.12,CC(C)(C(C(=O)O)N)S, 10.1016/j.bmcl.2011.01.070
=,Papp,10'-6 cm/s,13.68,CC1(SC(C(S1)C(=O)O)C(=O)O)C, 10.1016/j.bmcl.2011.01.070
=,Papp,10'-6 cm/s,11.01,C(C(C(=O)[O-])S)(C(=O)[O-])S.[Na+].[Na+], 10.1016/j.bmcl.2011.01.070
=,Papp,10'-6 cm/s,14.25,CCC(C)C(C(=O)O)NC(=O)C1C(SC(S1)(C)C)C(=O)O, 10.1016/j.bmcl.2011.01.070
=,Papp,10'-6 cm/s,16.65,CC1(SC(C(S1)C(=O)O)C(=O)NC(CC(=O)N)C(=O)O)C, 10.1016/j.bmcl.2011.01.070
=,Papp,10'-6 cm/s,15.7,CC1(SC(C(S1)C(=O)O)C(=O)NC(CCSC)C(=O)O)C, 10.1016/j.bmcl.2011.01.070
=,Papp,ucm/s,2.1,CC1(N=C(CCO1)N)C2=CC=CC(=C2)C3=CC(=CC=C3)Cl, 10.1021/jm3011349
=,Papp,ucm/s,18.0,CC1=NC2=C(S1)C(N=C2N)(C3=CC=C(C=C3)OC)C4=CC=CC(=C4)C5=CN=CN=C5, 10.1021/jm3011349
=,Papp,ucm/s,19.0,COC1=CC=C(C=C1)C2(N=C(CS2)N)C3=CC=CC(=C3)C4=CN=CC=C4, 10.1021/jm3011349
=,Papp,ucm/s,21.0,CC1(N=C(CCS1)N)C2=CC=CC(=C2)C3=CN=CN=C3, 10.1021/jm3011349
=,Papp,ucm/s,7.3,CC1(CSCC(=N1)N)C2=CC=CC(=C2)C3=CC(=CC=C3)OC, 10.1021/jm3011349
=,Papp,ucm/s,31.0,CC1(N=C(C2=CC=CC=C2O1)N)C3=CC=CC(=C3)C4=CN=CN=C4, 10.1021/jm3011349
=,Papp,ucm/s,39.0,CC1(N=C(C2=C(O1)C=CC=C2F)N)C3=CC=CC(=C3)C4=CN=CN=C4, 10.1021/jm3011349
=,Papp,ucm/s,23.0,CC1(N=C(C2=C(O1)C=CC=C2F)N)C3=CC=CC(=C3)C4=CN=CC=C4, 10.1021/jm3011349
=,Papp,ucm/s,13.0,CC1(N=C(CCO1)N)C2=CC=CC(=C2)C3=CC(=CC=C3)OC, 10.1021/jm3011349
=,Papp,ucm/s,20.0,CC1(COCC(=N1)N)C2=CC=CC(=C2)C3=CC(=CC=C3)OC, 10.1021/jm3011349
=,Papp,ucm/s,30.0,CC1=NN2C(=C1)C(N=C2N)(C3=CC=C(C=C3)OC)C4=CC=CC(=C4)C5=CN=CN=C5, 10.1021/jm3011349
=,Papp,ucm/s,5.2,CC1(N=C(CCS1)N)C2=CC=CC(=C2)C3=CC(=CC=C3)OC, 10.1021/jm3011349
=,Papp,ucm/s,16.0,CC(=O)N1CC(=NC1(C)C2=CC=CC(=C2)C3=CC(=CC=C3)OC)N, 10.1021/jm3011349
=,Papp,ucm/s,34.0,COC1CC(N=C1N)(C2=CC=C(C=C2)OC)C3=CC=CC(=C3)C4=CN=CC=C4, 10.1021/jm3011349
=,Papp,ucm/s,7.2,COC1CC(N=C1N)(C2=CC=C(C=C2)OC)C3=CC=CC(=C3)C4=CN=CC=C4, 10.1021/jm3011349
=,Papp,ucm/s,72.0,CC1(CCSC(=N1)N)C2=CC=CC(=C2)C3=CC(=CC=C3)OC, 10.1021/jm3011349
=,Papp,ucm/s,18.0,COC1=CC=CC(=C1)C2=CC(=CC=C2)C3(N=C(CS3)N)C4=CC=NC=C4, 10.1021/jm3011349
=,Papp,ucm/s,17.0,CC1(N=C(C2=CC=CC=C2O1)N)C3=CC=CC(=C3)C4=CN=CC=C4, 10.1021/jm3011349
=,Papp,ucm/s,39.0,CC1(N=C(C2=CC=CC=C2S1)N)C3=CC=CC(=C3)C4=CN=CN=C4, 10.1021/jm3011349
=,Papp,ucm/s,15.0,CC1(N=C(CS1)N)C2=CC=CC(=C2)C3=CC(=CC=C3)OC, 10.1021/jm3011349
<,Papp,ucm/s,0.3,COC1=CC=C(C=C1)C2(CCC(=N2)N)C3=CC=CC(=C3)C4=CN=CN=C4, 10.1021/jm3011349
=,Papp,10'6cm/s,1.7,C1=CC=C(C=C1)COC(=O)NC2=CC3=C(C=C2)N=CN(C3=O)CC4=CC(=C(C=C4)Cl)Cl, 10.1016/j.bmcl.2009.04.004
=,Papp,10'6cm/s,0.8,, 10.1016/j.bmcl.2009.04.004
=,Papp,10'6cm/s,1.5,C1=CC=C(C=C1)OCC(=O)NC2=CC3=C(C=C2)N=CN(C3=O)CC4=CC(=C(C=C4)Cl)Cl, 10.1016/j.bmcl.2009.04.004
=,Papp,10'6cm/s,39.7,C1=CC(=C(C=C1CN2C=NC3=C(C2=O)C=C(C=C3)NC(=O)CO)Cl)Cl, 10.1016/j.bmcl.2009.04.004
=,Papp,10'6cm/s,42.4,C1=CC(=C(C=C1CN2C=NC3=C(C2=O)C=C(C=C3)NC(=O)CO)C(F)(F)F)Cl, 10.1016/j.bmcl.2009.04.004
=,Papp,10'6cm/s,33.3,C1=CC(=C(C=C1CN2C=NC3=C(C2=O)C=CC(=C3)NC(=O)CO)Cl)Cl, 10.1016/j.bmcl.2009.04.004
=,Papp,10'6cm/s,9.3,C1=CC(=C(C=C1CN2C=NC3=C(C2=O)C=C(C=N3)NC(=O)CO)Cl)Cl, 10.1016/j.bmcl.2009.04.004
=,Papp,ucm/s,11.2,CC1CC2C3CCC4=CC(=O)C=CC4(C3=CCC2(C1(C(=O)CO)O)C)C, 10.1016/j.bmc.2013.02.009
=,Papp,10'-6 cm/s,48.3,COC1=CC=C(C=C1)N2C=C(C(=N2)N)C3=CC4=C(CCNC4=O)C=C3, 10.1016/j.bmcl.2009.10.138
=,Papp,ucm/s,0.19,COC1=NC(=C(C=C1)NC(=O)C2=CC=C(C3=CC=CC=C32)CN4C=CN=N4)C(=O)NCC5CCCCC5, 10.1021/jm301511h
=,Papp,ucm/s,0.96,COC1=NC(=C(C=C1)NC(=O)C2=CC=C(C3=CC=CC=C32)CN4C=CN=N4)C(=O)NCC5CCC5, 10.1021/jm301511h
=,Papp,ucm/s,21.0,C1COCCC1CNC(=O)C2=C(C=CC(=N2)OS(=O)(=O)CCC(F)(F)F)NC(=O)C3=CC=C(C4=CC=CC=C43)CN5C=CN=N5, 10.1021/jm301511h
=,Papp,ucm/s,26.0,CS(=O)CC1=CC=C(C2=CC=CC=C12)C(=O)NC3=C(N=CC=C3)C(=O)NCC4CCOCC4, 10.1021/jm301511h
=,Papp,ucm/s,43.0,C1COCCC1CNC(=O)C2=C(C=CC=N2)NC(=O)C3=CC=C(C4=CC=CC=C43)CN5C=CN=N5, 10.1021/jm301511h
=,Papp,ucm/s,50.0,C1CC(C1)CNC(=O)C2=NC=CN=C2NC(=O)C3=CC=C(C4=CC=CC=C43)CN5C=CN=N5, 10.1021/jm301511h
=,Papp,ucm/s,35.0,COC1=NC(=C(C=C1)NC(=O)C2=CC=C(C3=CC=CC=C32)CS(=O)C)C(=O)NCC4CCOCC4, 10.1021/jm301511h
=,Papp,ucm/s,26.0,CS(=O)CC1=CC=C(C2=CC=CC=C12)C(=O)NC3=C(N=C(C=C3)OCCOCCO)C(=O)NCC4CCC4, 10.1021/jm301511h
=,Papp,ucm/s,23.0,CS(=O)CC1=CC=C(C2=CC=CC=C12)C(=O)NC3=C(N=CC=C3)C(=O)NCC4CCOCC4, 10.1021/jm301511h
=,Papp,ucm/s,47.0,COC1=NC(=C(C=C1)NC(=O)C2=CC=C(C3=CC=CC=C32)CN4C=CN=N4)C(=O)NCC5CCOCC5, 10.1021/jm301511h
=,Papp,ucm/s,9.0,CS(=O)CC1=CC=C(C2=CC=CC=C12)C(=O)NC3=NC=CN=C3C(=O)NCC4CCC4, 10.1021/jm301511h
=,Papp,ucm/s,20.0,CS(=O)CC1=CC=C(C2=CC=CC=C12)C(=O)NC3=NC=CN=C3C(=O)NCC4CCC4, 10.1021/jm301511h
=,Papp,ucm/s,0.61,CS(=O)CC1=CC=C(C2=CC=CC=C12)C(=O)NC3=C(N=CC=C3)C(=O)NCC4CCOCC4, 10.1021/jm301511h
<,Papp,ucm/s,0.1,CCC(C)C(C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)NCC(=O)NC(CCCCN)C(=O)O)NC(=O)C(CO)NC(=O)C(CC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)O)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC4=CN=CN4)N, 10.1021/ml400257h
<,Papp,ucm/s,0.1,CCC(C)C(C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CO)NC(=O)C(CC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCSC)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CCCN=C(N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCN=C(N)N)NC(=O)C(C(C)O)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC4=CNC=N4)N, 10.1021/ml400257h
<,Papp,ucm/s,0.1,CCC(C)C(C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)NCC(=O)NC(CCCCN)C(=O)O)NC(=O)C(CO)NC(=O)C(CC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C2CCCCNC(=O)CCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CCCCN)C(C)C)C)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)O)NC(=O)C(CC3=CC=C(C=C3)O)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC5=CN=CN5)N, 10.1021/ml400257h
<,Papp,ucm/s,0.1,CCC(C)C(C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)NCC(=O)NC(CCCCN)C(=O)O)NC(=O)C(CO)NC(=O)C(CC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C2(CCCCC=CCCCCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CCC(=O)N)CCCCN)CCCNC(=N)N)(C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)O)NC(=O)C(CC3=CC=C(C=C3)O)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC4=CC=CC=C4)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC5=CN=CN5)N)C, 10.1021/ml400257h
<,Papp,ucm/s,0.1,CCC(C)C(C(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)NC(CO)C(=O)NC(C(C)CC)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)NCC(=O)NC(CCCCN)C(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)O)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC4=CN=CN4)N, 10.1021/ml400257h
<,Papp,ucm/s,0.1,CCC(C)C(C(=O)NC(CC(C)C)C(=O)NC(CC(=O)N)C(=O)NCC(=O)NC(CCCCN)C(=O)O)NC(=O)C(CO)NC(=O)C(CC(=O)N)NC(=O)C(CC(C)C)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(C)(CCCC=C)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CCCNC(=N)N)NC(=O)C(C)(CCCC=C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)O)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(CC4=CN=CN4)N, 10.1021/ml400257h
=,Papp,10'-6 cm/s,1.57,C1=CSC(=C1)C2=C3C=CN(C3=NC=N2)C4C(C(C(O4)CO)O)O, 10.1016/j.bmc.2010.11.029
=,Papp,10'-6 cm/s,1.1,CC(C(=O)OCC1=CC=CC=C1)NP(=O)(OCC2C(C(C(O2)N3C=CC4=C(N=CN=C43)C5=CC=CS5)O)O)OC6=CC=CC=C6, 10.1016/j.bmc.2010.11.029
=,Papp,10'-6 cm/s,0.76,CCOC(=O)C(C)NP(=O)(OCC1C(C(C(O1)N2C=CC3=C(N=CN=C32)C4=CC=CS4)O)O)OC5=CC=CC=C5, 10.1016/j.bmc.2010.11.029
=,Papp,10'-6 cm/s,0.74,CC(C(=O)OC)NP(=O)(OCC1C(C(C(O1)N2C=CC3=C(N=CN=C32)C4=CC=CS4)O)O)OC5=CC=CC=C5, 10.1016/j.bmc.2010.11.029
=,Papp,ucm/s,3.0,C1C(OC(C1O)N2C=NC3=C(N=C(N=C32)F)N)CO, 10.1021/jm401530a
=,Papp,10'-6 cm/s,10.0,CC1=C(C=C(C=C1)C(=O)NC)N2C(=CC(=C(C2=O)Br)OCC3=C(C=C(C=C3)F)F)C, 10.1016/j.bmcl.2011.04.121
=,Papp,ucm/s,2.0,C1CCC(C1)SC2=C(C=CC(=N2)N3CC4C(C3)C4C(=O)O)C(=O)N5CCC(C5)C6=CN=CC=C6, 10.1039/C2MD20154B
=,Papp,ucm/s,25.0,CCN1CCC(CC1)(C2=CC=CC=C2)C(=O)NC3(CCN(CC3)CC4=CC(=CC=C4)OC5=CC=CC=C5Cl)C(=O)O, 10.1021/jm050965z
=,Papp,ucm/s,9.0,COC1=CC=CC=C1OC2=CC=CC(=C2)CN3CCC(CC3)NC(=O)C4(CCNCC4)C5=CC=CC=C5, 10.1021/jm050965z
=,Papp,10'-6 cm/s,29.0,COC1=CC=CC=C1CC(C2=CC=CC=C2)N3CCNCC3, 10.1016/j.bmcl.2010.04.052
=,Papp,10'-6 cm/s,33.0,CCOC1=CC=CC=C1CC(C2=CC=CC=C2)N3CCNCC3, 10.1016/j.bmcl.2010.04.052
=,Papp,10'-6 cm/s,12.1,CC1=C(C2=C3N1C(COC3=CC=C2)CN4CCOCC4)C(=O)C5=CC=CC6=CC=CC=C65, 10.1016/j.ejmech.2011.08.021
=,Papp,10'-6 cm/s,5.7,CCCCCCC(C)(C)C1=CC(=C(C=C1)C2CC(CCC2CCCO)O)O, 10.1016/j.ejmech.2011.08.021
=,Papp,10'-6 cm/s,26.0,COCCN1C=C(C2=C1N=CC=C2)C(=O)C3=CC=CC4=CC=CC=C43, 10.1016/j.ejmech.2011.08.021
=,Papp,10'-6 cm/s,10.0,CCCCCN1C=C(C2=C1C=CN=C2)C(=O)C3=CC=CC4=CC=CC=C43, 10.1016/j.ejmech.2011.08.021
=,Papp,10'-6 cm/s,13.0,CCCCCN1C=C(C2=C1C=NC=C2)C(=O)C3=CC=CC4=CC=CC=C43, 10.1016/j.ejmech.2011.08.021
=,Papp,10'-6 cm/s,27.0,COCCN1C=C(C2=CC=CC=C21)C(=O)NC3=CC=CC4=CC=CC=C43, 10.1016/j.ejmech.2011.08.021
=,Papp,10'-6 cm/s,21.9,CC1(CC2=C(CO1)C(=NC3=C2C4=C(S3)C(=NC=N4)NCCN5CCOCC5)N(C)C)C, 10.1021/jm100524j
=,Papp,10'-6 cm/s,0.4,CC(C)CC1=NC2=C(C3=C1CCC(C3)(C)C)C4=C(S2)C(=NC=N4)NCCN5CCOCC5, 10.1021/jm100524j
=,Papp,10'-6 cm/s,13.7,CC1(CCC2=C(C1)C3=C(N=C2NC)SC4=C3N=CN=C4NCCN5CCOCC5)C, 10.1021/jm100524j
=,Papp,ucm/s,42.1,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O, 10.1016/j.ejmech.2014.02.003
=,Papp,ucm/s,0.4,CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C, 10.1016/j.ejmech.2014.02.003
=,Papp,ucm/s,23.2,CN(C1=CC=C(C=C1)Cl)S(=O)(=O)C2=CC=CC(=C2)C(=O)NC3=NN=C(C=C3)Cl, 10.1016/j.ejmech.2014.02.003
=,Papp,ucm/s,25.7,CN(C1=CC=C(C=C1)Cl)S(=O)(=O)C2=CC=CC(=C2)C(=O)NC3=CC=C(C=C3)S(=O)C, 10.1016/j.ejmech.2014.02.003
=,Papp,ucm/s,19.9,CN(C1=CC=C(C=C1)Cl)S(=O)(=O)C2=CC=CC(=C2)C(=O)NC3=CC=C(C=C3)C#N, 10.1016/j.ejmech.2014.02.003
=,Papp,ucm/s,13.9,CC(=O)C1=CC=C(C=C1)N(C)S(=O)(=O)C2=CC=CC(=C2)C(=O)NC3=CC=C(C=C3)C#N, 10.1016/j.ejmech.2014.02.003
=,Papp,ucm/s,32.9,, 10.1016/j.ejmech.2014.02.003
=,Papp,ucm/s,18.0,, 10.1016/j.ejmech.2014.02.003
=,Papp,ucm/s,26.9,CN(C1=CC=C(C=C1)Cl)S(=O)(=O)C2=CC=CC(=C2)NC(=O)C3=CC=C(C=C3)C#N, 10.1016/j.ejmech.2014.02.003
=,Papp,ucm/s,4.6,CC(C)(C)C(C(=O)NC)NC(=O)C(CCCN(CC1=CC=C(C=C1)Br)NC(=O)C(C(C)(C)C)NC(=O)OC)(CC2=CC=CC=C2)O, 10.1039/C1MD00077B
=,Papp,ucm/s,21.0,CC(C)(C)C(C(=O)NC)NC(=O)C(CCCN(CC1=CC=C(C=C1)C2=CC=CC=C2)NC(=O)C(C(C)(C)C)NC(=O)OC)(CC3=CC=CC=C3)O, 10.1039/C1MD00077B
<,Papp,ucm/s,1.0,CC(C)(C)C(C(=O)NC)NC(=O)C(CCCN(CC1=CC=C(C=C1)C2=CN=CC=C2)NC(=O)C(C(C)(C)C)NC(=O)OC)(CC3=CC=CC=C3)O, 10.1039/C1MD00077B
=,Papp,ucm/s,1.9,CC(C)(C)C(C(=O)NC)NC(=O)C(CCCN(CC1=CC=C(C=C1)C2=CC=NC=C2)NC(=O)C(C(C)(C)C)NC(=O)OC)(CC3=CC=CC=C3)O, 10.1039/C1MD00077B
=,Papp,ucm/s,6.1,CC(C)(C)C(C(=O)NC)NC(=O)C(CCCN(CC1=CC=C(C=C1)C#CC2=CN=CC=C2)NC(=O)C(C(C)(C)C)NC(=O)OC)(CC3=CC=CC=C3)O, 10.1039/C1MD00077B
=,Papp,ucm/s,6.22,CC1=C(C=C(C=C1)NS(=O)(=O)C2=C(C=C3C(=C2)CCC(=O)N3)F)Cl, 10.1016/j.bmcl.2011.08.114
=,Papp,ucm/s,14.9,CC1=C(C=C(C=C1)NS(=O)(=O)C2=CC3=C(C=C2)NC(=O)CC3)C, 10.1016/j.bmcl.2011.08.114
